Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,Year,Month,Day,Hour,Day_of_Week,Is_Weekend,Avg_Number_of_Riders,Avg_Historical_Cost_of_Ride,Lag_Number_of_Riders,Lag_Historical_Cost_of_Ride
41,28,Rural,Gold,89,4.47,2024-10-21 18:00:00,Premium,45,220.05114029296504,2024,10,21,18,0,0,66.57142857142857,411.5788643394398,33.0,201.29253189374316
55,19,Suburban,Silver,74,3.51,2024-10-21 09:00:00,Economy,173,702.9134159653358,2024,10,21,9,0,0,63.714285714285715,411.3286693993366,41.0,220.05114029296504
93,51,Rural,Silver,12,4.98,2024-10-21 09:00:00,Premium,90,431.42166025583447,2024,10,21,9,0,0,64.57142857142857,419.8026225469569,55.0,702.9134159653358
54,35,Urban,Silver,11,4.49,2024-10-21 14:00:00,Premium,96,466.8626810645626,2024,10,21,14,0,0,64.28571428571429,432.88709925658424,93.0,431.42166025583447
34,20,Urban,Gold,21,4.15,2024-10-21 09:00:00,Premium,158,445.1263611668488,2024,10,21,9,0,0,58.42857142857143,434.64788596037835,54.0,466.8626810645626
86,18,Suburban,Silver,61,4.3,2024-10-21 14:00:00,Premium,126,441.6378571357946,2024,10,21,14,0,0,56.57142857142857,443.7488080547449,34.0,445.1263611668488
85,27,Suburban,Gold,8,4.11,2024-10-21 21:00:00,Premium,157,669.5210116683382,2024,10,21,21,0,0,64.0,446.4909038668102,86.0,441.6378571357946
74,5,Suburban,Regular,80,3.63,2024-10-21 21:00:00,Economy,134,354.3852115042604,2024,10,21,21,0,0,68.71428571428571,439.50440000800677,85.0,669.5210116683382
63,53,Rural,Gold,33,4.33,2024-10-21 14:00:00,Economy,175,489.7125242986789,2024,10,21,14,0,0,69.85714285714286,444.0832342094016,74.0,354.3852115042604
55,13,Suburban,Silver,45,3.71,2024-10-21 09:00:00,Premium,40,222.56858200356248,2024,10,21,9,0,0,64.42857142857143,437.6586023778983,63.0,489.7125242986789
100,66,Suburban,Gold,27,3.53,2024-10-21 18:00:00,Premium,106,412.2556067980849,2024,10,21,18,0,0,71.0,444.5932611612552,55.0,222.56858200356248
51,27,Urban,Gold,86,3.82,2024-10-21 18:00:00,Premium,152,472.21573527678265,2024,10,21,18,0,0,73.42857142857143,449.6787166682257,100.0,412.2556067980849
37,10,Urban,Silver,33,4.86,2024-10-21 14:00:00,Economy,44,179.93988033973832,2024,10,21,14,0,0,66.42857142857143,443.60826832172535,51.0,472.21573527678265
99,71,Suburban,Gold,3,4.63,2024-10-21 09:00:00,Premium,100,308.9111533232364,2024,10,21,9,0,0,68.42857142857143,440.9894555055326,37.0,179.93988033973832
54,24,Rural,Silver,85,3.79,2024-10-21 18:00:00,Economy,102,306.3142432341152,2024,10,21,18,0,0,65.57142857142857,439.57148698918513,99.0,308.9111533232364
30,7,Rural,Gold,57,4.27,2024-10-21 09:00:00,Premium,69,224.46487829301583,2024,10,21,9,0,0,60.857142857142854,422.64369917580694,54.0,306.3142432341152
84,56,Urban,Silver,71,4.56,2024-10-21 18:00:00,Premium,15,101.07378646994935,2024,10,21,18,0,0,65.0,414.5570876119201,30.0,224.46487829301583
49,14,Suburban,Silver,55,4.43,2024-10-21 09:00:00,Premium,131,633.4966221375331,2024,10,21,9,0,0,57.714285714285715,415.6830999085933,84.0,101.07378646994935
86,10,Urban,Silver,98,4.8,2024-10-21 09:00:00,Economy,18,62.87509273644356,2024,10,21,9,0,0,62.714285714285715,401.6204517037293,49.0,633.4966221375331
48,24,Rural,Gold,17,3.98,2024-10-21 14:00:00,Economy,29,92.03104706108972,2024,10,21,14,0,0,64.28571428571429,385.31643805388535,86.0,62.87509273644356
67,18,Urban,Silver,78,3.81,2024-10-21 09:00:00,Premium,22,106.7358926414302,2024,10,21,9,0,0,59.714285714285715,368.7621289995816,48.0,92.03104706108972
100,16,Rural,Gold,96,3.65,2024-10-21 21:00:00,Premium,163,560.6703257140985,2024,10,21,21,0,0,66.28571428571429,375.1226518071241,67.0,106.7358926414302
79,7,Rural,Silver,31,4.82,2024-10-21 21:00:00,Economy,100,322.9000694955284,2024,10,21,21,0,0,73.28571428571429,362.25664938535897,100.0,560.6703257140985
99,9,Rural,Silver,33,4.98,2024-10-21 14:00:00,Economy,110,292.33936093553586,2024,10,21,14,0,0,75.42857142857143,365.14004306625367,79.0,322.9000694955284
34,24,Urban,Silver,3,4.41,2024-10-21 09:00:00,Economy,97,242.75171700488076,2024,10,21,9,0,0,73.28571428571429,350.41307685613936,99.0,292.33936093553586
54,21,Urban,Silver,23,4.44,2024-10-21 18:00:00,Premium,136,442.7796305981407,2024,10,21,18,0,0,68.71428571428571,350.063926880145,34.0,242.75171700488076
77,43,Suburban,Regular,73,4.07,2024-10-21 14:00:00,Premium,131,505.54671645728143,2024,10,21,14,0,0,72.85714285714286,353.16265616267987,54.0,442.7796305981407
80,21,Urban,Regular,85,4.21,2024-10-21 09:00:00,Premium,146,474.9171617926677,2024,10,21,9,0,0,74.71428571428571,354.3117536312385,77.0,505.54671645728143
74,54,Urban,Regular,16,4.35,2024-10-21 14:00:00,Premium,147,617.434678434942,2024,10,21,14,0,0,71.0,366.838219199814,80.0,474.9171617926677
57,38,Urban,Regular,31,3.97,2024-10-21 09:00:00,Premium,64,294.8553699465021,2024,10,21,9,0,0,67.85714285714286,369.9569804682393,74.0,617.434678434942
97,66,Urban,Silver,90,3.6,2024-10-21 18:00:00,Premium,150,717.467322019467,2024,10,21,18,0,0,67.57142857142857,386.5375198591227,57.0,294.8553699465021
52,14,Suburban,Gold,97,4.83,2024-10-21 18:00:00,Premium,66,266.9772170141728,2024,10,21,18,0,0,70.14285714285714,372.00631322741725,97.0,717.467322019467
51,37,Rural,Regular,34,4.64,2024-10-21 14:00:00,Economy,100,383.3711770715268,2024,10,21,14,0,0,69.71428571428571,370.404630454607,52.0,266.9772170141728
87,52,Urban,Gold,15,3.57,2024-10-21 21:00:00,Economy,66,266.4336179135411,2024,10,21,21,0,0,71.14285714285714,363.72366168290625,51.0,383.3711770715268
91,42,Suburban,Silver,76,4.96,2024-10-21 09:00:00,Economy,86,336.39439243010713,2024,10,21,9,0,0,72.71428571428571,360.09926272501485,87.0,266.4336179135411
85,34,Rural,Regular,66,4.59,2024-10-21 09:00:00,Premium,163,764.8593556145701,2024,10,21,9,0,0,74.28571428571429,370.87331267430733,91.0,336.39439243010713
57,21,Rural,Silver,28,4.93,2024-10-21 21:00:00,Economy,141,588.6941797749441,2024,10,21,21,0,0,74.28571428571429,368.17908494452763,85.0,764.8593556145701
28,8,Urban,Regular,67,3.78,2024-10-21 14:00:00,Premium,58,305.2426676647312,2024,10,21,14,0,0,64.42857142857143,366.5410001498766,57.0,588.6941797749441
58,30,Urban,Regular,32,4.14,2024-10-21 21:00:00,Economy,75,256.37380365626416,2024,10,21,21,0,0,65.28571428571429,358.7630427951295,28.0,305.2426676647312
31,9,Rural,Gold,18,4.42,2024-10-21 09:00:00,Premium,114,461.0193485856391,2024,10,21,9,0,0,62.42857142857143,366.71140168119865,58.0,256.37380365626416
27,11,Suburban,Gold,88,4.5,2024-10-21 18:00:00,Premium,144,581.7472844259253,2024,10,21,18,0,0,53.857142857142854,372.36112426879333,31.0,461.0193485856391
90,75,Urban,Gold,88,4.1,2024-10-21 14:00:00,Economy,106,472.5465909334413,2024,10,21,14,0,0,53.714285714285715,372.372152790682,27.0,581.7472844259253
54,8,Suburban,Regular,41,3.89,2024-10-21 09:00:00,Economy,168,573.4835718398938,2024,10,21,9,0,0,49.285714285714285,385.49027584068716,90.0,472.5465909334413
23,9,Suburban,Silver,50,3.84,2024-10-21 18:00:00,Premium,34,192.3850221961644,2024,10,21,18,0,0,44.42857142857143,381.60607146978475,54.0,573.4835718398938
94,64,Urban,Regular,62,4.87,2024-10-21 21:00:00,Economy,166,744.0359811402852,2024,10,21,21,0,0,53.857142857142854,396.19679606665704,23.0,192.3850221961644
86,20,Suburban,Silver,51,3.75,2024-10-21 09:00:00,Premium,110,412.25746306035046,2024,10,21,9,0,0,57.857142857142854,402.45654889223493,94.0,744.0359811402852
79,55,Suburban,Regular,91,4.39,2024-10-21 09:00:00,Economy,48,189.5605649707772,2024,10,21,9,0,0,64.71428571428571,405.4061081755959,86.0,412.25746306035046
73,13,Urban,Regular,93,3.95,2024-10-21 21:00:00,Economy,90,357.0434721850994,2024,10,21,21,0,0,71.28571428571429,396.1910031771814,79.0,189.5605649707772
74,23,Urban,Regular,45,4.07,2024-10-21 09:00:00,Premium,99,417.1740953777763,2024,10,21,9,0,0,69.0,408.0009699318924,73.0,357.0434721850994
26,11,Urban,Gold,10,4.22,2024-10-21 09:00:00,Premium,69,314.84471031916905,2024,10,21,9,0,0,65.0,415.42809204049513,74.0,417.1740953777763
99,30,Urban,Regular,74,4.21,2024-10-21 09:00:00,Premium,160,629.9546011362719,2024,10,21,9,0,0,75.85714285714286,432.8687156569898,26.0,314.84471031916905
80,42,Urban,Gold,85,4.22,2024-10-21 21:00:00,Economy,131,473.5617540035448,2024,10,21,21,0,0,73.85714285714286,429.9650965999714,99.0,629.9546011362719
78,35,Rural,Regular,5,4.35,2024-10-21 18:00:00,Premium,100,317.88095784682014,2024,10,21,18,0,0,72.71428571428571,429.79779287834776,80.0,473.5617540035448
63,6,Urban,Gold,29,4.79,2024-10-21 18:00:00,Premium,24,132.49921949173307,2024,10,21,18,0,0,70.42857142857143,424.46978816355437,78.0,317.88095784682014
25,8,Rural,Regular,30,4.44,2024-10-21 21:00:00,Economy,115,430.7858509781543,2024,10,21,21,0,0,63.57142857142857,430.7375926293301,63.0,132.49921949173307
100,50,Urban,Regular,20,4.14,2024-10-21 18:00:00,Economy,127,350.2265835541767,2024,10,21,18,0,0,67.28571428571429,427.652491061198,25.0,430.7858509781543
46,8,Urban,Silver,32,4.81,2024-10-21 14:00:00,Economy,112,466.42747932165264,2024,10,21,14,0,0,70.14285714285714,426.3485164900104,100.0,350.2265835541767
59,29,Urban,Regular,90,4.3,2024-10-21 21:00:00,Economy,145,651.7303890276737,2024,10,21,21,0,0,64.42857142857143,432.24229073117726,46.0,466.42747932165264
21,11,Rural,Gold,18,4.2,2024-10-21 09:00:00,Premium,49,266.34807324582846,2024,10,21,9,0,0,56.0,420.53940389154013,59.0,651.7303890276737
64,7,Rural,Silver,48,4.67,2024-10-21 18:00:00,Economy,64,266.38537677090085,2024,10,21,18,0,0,54.0,419.59040411902004,21.0,266.34807324582846
52,22,Suburban,Gold,72,3.6,2024-10-21 09:00:00,Premium,101,303.803226426852,2024,10,21,9,0,0,52.42857142857143,405.80160093259957,64.0,266.38537677090085
100,56,Suburban,Silver,67,4.2,2024-10-21 18:00:00,Economy,169,461.9661913503604,2024,10,21,18,0,0,63.142857142857146,412.3012334104725,52.0,303.803226426852
83,72,Rural,Regular,25,4.62,2024-10-21 21:00:00,Premium,45,201.0575405594342,2024,10,21,21,0,0,60.714285714285715,406.2241121934028,100.0,461.9661913503604
89,10,Rural,Silver,36,4.12,2024-10-21 14:00:00,Premium,13,94.21444738997974,2024,10,21,14,0,0,66.85714285714286,400.4834731759507,83.0,201.0575405594342
100,37,Rural,Silver,47,4.7,2024-10-21 14:00:00,Economy,142,546.8574476673242,2024,10,21,14,0,0,72.71428571428571,407.49890835052463,89.0,94.21444738997974
71,7,Urban,Gold,31,4.83,2024-10-21 09:00:00,Premium,60,292.74683013160404,2024,10,21,9,0,0,79.85714285714286,391.7618241677591,100.0,546.8574476673242
94,26,Suburban,Regular,0,3.94,2024-10-21 14:00:00,Premium,40,150.90603765991335,2024,10,21,14,0,0,84.14285714285714,377.1688860972581,71.0,292.74683013160404
52,23,Urban,Regular,41,4.23,2024-10-21 18:00:00,Economy,134,534.90663340905,2024,10,21,18,0,0,84.14285714285714,384.8243516220687,94.0,150.90603765991335
27,15,Urban,Silver,31,4.95,2024-10-21 14:00:00,Economy,103,315.2654030422818,2024,10,21,14,0,0,73.71428571428571,386.7874049349359,52.0,534.90663340905
88,62,Urban,Regular,62,4.82,2024-10-21 14:00:00,Economy,162,601.2360266422271,2024,10,21,14,0,0,74.42857142857143,391.4612942034889,27.0,315.2654030422818
48,38,Suburban,Silver,64,4.97,2024-10-21 21:00:00,Premium,152,701.4695729515377,2024,10,21,21,0,0,68.57142857142857,395.4520371543426,88.0,601.2360266422271
53,35,Suburban,Regular,1,3.67,2024-10-21 09:00:00,Premium,88,392.0078846224547,2024,10,21,9,0,0,61.857142857142854,392.7674136106431,48.0,701.4695729515377
31,12,Suburban,Gold,34,4.7,2024-10-21 21:00:00,Economy,105,331.8375249153692,2024,10,21,21,0,0,56.142857142857146,384.71254537982554,53.0,392.0078846224547
56,34,Suburban,Silver,1,4.56,2024-10-21 14:00:00,Economy,121,307.5259290756184,2024,10,21,14,0,0,50.714285714285715,388.5505756091407,31.0,331.8375249153692
48,35,Rural,Gold,47,4.26,2024-10-21 09:00:00,Economy,26,68.27174499943663,2024,10,21,9,0,0,50.142857142857146,366.02510107111243,56.0,307.5259290756184
93,66,Suburban,Silver,22,3.91,2024-10-21 21:00:00,Economy,180,765.4397485645513,2024,10,21,21,0,0,59.57142857142857,377.7978439212524,48.0,68.27174499943663
49,18,Rural,Silver,62,4.92,2024-10-21 14:00:00,Economy,62,168.36628924698925,2024,10,21,14,0,0,54.0,377.09136806379286,93.0,765.4397485645513
72,33,Rural,Gold,63,4.25,2024-10-21 18:00:00,Economy,132,351.7736189685264,2024,10,21,18,0,0,57.42857142857143,376.91570628990706,49.0,168.36628924698925
62,11,Suburban,Gold,37,4.23,2024-10-21 09:00:00,Premium,71,363.3457529659053,2024,10,21,9,0,0,58.714285714285715,375.1214282095114,72.0,351.7736189685264
39,15,Suburban,Regular,53,4.6,2024-10-21 18:00:00,Premium,38,201.7146762833217,2024,10,21,18,0,0,59.857142857142854,371.3504270749831,62.0,363.3457529659053
67,56,Urban,Gold,49,4.22,2024-10-21 14:00:00,Premium,23,121.43999901863724,2024,10,21,14,0,0,61.42857142857143,354.39994033772865,39.0,201.7146762833217
88,15,Urban,Regular,39,4.51,2024-10-21 14:00:00,Economy,137,598.7750233051204,2024,10,21,14,0,0,67.14285714285714,358.5737159811145,67.0,121.43999901863724
29,16,Urban,Silver,75,4.11,2024-10-21 09:00:00,Premium,80,371.1242881043308,2024,10,21,9,0,0,58.0,360.34849365636484,88.0,598.7750233051204
100,24,Urban,Silver,88,4.49,2024-10-21 21:00:00,Economy,56,173.66696747925593,2024,10,21,21,0,0,65.28571428571429,361.72075192261565,29.0,371.1242881043308
98,43,Suburban,Gold,62,4.98,2024-10-21 09:00:00,Economy,130,538.5185280064754,2024,10,21,9,0,0,69.0,365.31184115689297,100.0,173.66696747925593
35,10,Rural,Gold,40,3.54,2024-10-21 21:00:00,Economy,75,281.9625670059949,2024,10,21,21,0,0,65.14285714285714,363.0363739386203,98.0,538.5185280064754
58,14,Rural,Gold,10,3.77,2024-10-21 09:00:00,Economy,95,258.01445968829404,2024,10,21,9,0,0,67.85714285714286,356.08927328417496,35.0,281.9625670059949
22,7,Urban,Gold,53,4.43,2024-10-21 09:00:00,Premium,98,476.2019961536034,2024,10,21,9,0,0,61.42857142857143,350.2383268550393,58.0,258.01445968829404
84,37,Suburban,Regular,94,3.83,2024-10-21 21:00:00,Economy,28,124.64550323605349,2024,10,21,21,0,0,60.857142857142854,345.5149078547135,22.0,476.2019961536034
91,14,Suburban,Silver,19,4.78,2024-10-21 21:00:00,Premium,19,111.11271494112724,2024,10,21,21,0,0,69.71428571428571,340.3391524603877,84.0,124.64550323605349
56,29,Urban,Gold,67,4.49,2024-10-21 14:00:00,Economy,125,421.8171879075184,2024,10,21,14,0,0,63.42857142857143,344.2729511764099,91.0,111.11271494112724
97,21,Rural,Regular,36,3.72,2024-10-21 18:00:00,Premium,23,134.0510144913575,2024,10,21,18,0,0,63.285714285714285,333.34244528110975,56.0,421.8171879075184
57,47,Urban,Gold,26,3.8,2024-10-21 09:00:00,Economy,30,132.4032477391118,2024,10,21,9,0,0,66.42857142857143,331.0539688537657,97.0,134.0510144913575
94,27,Suburban,Silver,100,3.6,2024-10-21 21:00:00,Premium,172,547.9814624298182,2024,10,21,21,0,0,71.57142857142857,346.1795360217603,57.0,132.4032477391118
84,6,Suburban,Gold,24,3.74,2024-10-21 09:00:00,Economy,68,281.96824577029594,2024,10,21,9,0,0,80.42857142857143,337.349895958526,94.0,547.9814624298182
40,11,Rural,Silver,1,4.24,2024-10-21 21:00:00,Premium,35,182.46632143825187,2024,10,21,21,0,0,74.14285714285714,333.6738790020809,84.0,281.96824577029594
65,36,Suburban,Silver,20,4.39,2024-10-21 21:00:00,Premium,87,313.7742265682814,2024,10,21,21,0,0,70.42857142857143,339.1028186323599,40.0,182.46632143825187
35,22,Urban,Silver,28,4.88,2024-10-21 14:00:00,Premium,116,422.8866610257602,2024,10,21,14,0,0,67.42857142857143,335.3688195529169,65.0,313.7742265682814
40,30,Urban,Regular,67,4.03,2024-10-21 18:00:00,Premium,143,529.6967147126813,2024,10,21,18,0,0,59.285714285714285,342.51652994193023,35.0,422.8866610257602
61,45,Urban,Silver,6,4.99,2024-10-21 18:00:00,Economy,10,25.993449448411635,2024,10,21,18,0,0,59.857142857142854,323.34177736880304,40.0,529.6967147126813
50,14,Urban,Gold,98,3.52,2024-10-21 21:00:00,Premium,109,351.5699575243088,2024,10,21,21,0,0,53.57142857142857,311.67845685456206,61.0,25.993449448411635
98,25,Suburban,Silver,30,4.76,2024-10-21 14:00:00,Economy,60,154.68715967826247,2024,10,21,14,0,0,55.57142857142857,303.767766023089,50.0,351.5699575243088
54,37,Suburban,Regular,41,4.69,2024-10-21 14:00:00,Premium,16,106.59208227583191,2024,10,21,14,0,0,57.57142857142857,296.2595846017711,98.0,154.68715967826247
37,13,Rural,Regular,31,4.66,2024-10-21 14:00:00,Economy,35,132.1665679180113,2024,10,21,14,0,0,53.57142857142857,290.4142725631842,54.0,106.59208227583191
78,41,Urban,Silver,12,4.99,2024-10-21 14:00:00,Economy,22,76.224961221763,2024,10,21,14,0,0,59.714285714285715,290.6793797705951,37.0,132.1665679180113
84,21,Rural,Gold,88,3.5,2024-10-21 14:00:00,Economy,146,598.9400399823005,2024,10,21,14,0,0,66.0,285.12938948452006,78.0,76.224961221763
44,32,Suburban,Silver,51,4.2,2024-10-21 14:00:00,Premium,168,563.1508995670627,2024,10,21,14,0,0,63.57142857142857,298.2888764951892,84.0,598.9400399823005
25,11,Urban,Silver,92,3.91,2024-10-21 21:00:00,Economy,115,310.1546162756803,2024,10,21,21,0,0,60.0,296.90157640542765,44.0,563.1508995670627
38,13,Urban,Gold,38,4.46,2024-10-21 18:00:00,Premium,28,145.13756861567325,2024,10,21,18,0,0,51.42857142857143,289.6279702604199,25.0,310.1546162756803
85,25,Urban,Silver,21,4.03,2024-10-21 09:00:00,Economy,73,323.5576857599395,2024,10,21,9,0,0,55.857142857142854,293.6894039096405,38.0,145.13756861567325
31,13,Suburban,Gold,87,4.04,2024-10-21 18:00:00,Economy,11,31.565676162125197,2024,10,21,18,0,0,55.0,290.6935931477567,85.0,323.5576857599395
67,6,Rural,Regular,25,4.45,2024-10-21 18:00:00,Premium,31,144.46263762346956,2024,10,21,18,0,0,53.42857142857143,275.5498469583684,31.0,31.565676162125197
77,11,Rural,Silver,70,3.82,2024-10-21 21:00:00,Premium,63,252.4930471020809,2024,10,21,21,0,0,52.42857142857143,271.5954722582934,67.0,144.46263762346956
32,11,Suburban,Silver,30,3.53,2024-10-21 14:00:00,Premium,32,146.51277441611944,2024,10,21,14,0,0,50.714285714285715,270.6903324895222,77.0,252.4930471020809
71,30,Rural,Regular,60,4.83,2024-10-21 18:00:00,Premium,156,501.801349985356,2024,10,21,18,0,0,57.285714285714285,269.4664265554849,32.0,146.51277441611944
65,38,Urban,Regular,13,4.77,2024-10-21 09:00:00,Premium,132,610.7325514755008,2024,10,21,9,0,0,61.142857142857146,280.42542603780174,71.0,501.801349985356
64,29,Urban,Silver,66,3.79,2024-10-21 21:00:00,Premium,37,194.26239936468437,2024,10,21,21,0,0,58.142857142857146,278.3003573603481,65.0,610.7325514755008
48,38,Urban,Silver,45,4.17,2024-10-21 14:00:00,Economy,87,318.2101259853132,2024,10,21,14,0,0,60.57142857142857,273.0339616880717,64.0,194.26239936468437
76,42,Rural,Gold,95,3.93,2024-10-21 09:00:00,Economy,180,512.6251102173163,2024,10,21,9,0,0,61.857142857142854,285.96661525411383,48.0,318.2101259853132
76,53,Urban,Regular,77,3.67,2024-10-21 14:00:00,Premium,179,555.8919187631545,2024,10,21,14,0,0,61.714285714285715,300.792588714848,76.0,512.6251102173163
71,14,Suburban,Silver,8,4.44,2024-10-21 21:00:00,Economy,76,242.15886076969636,2024,10,21,21,0,0,67.28571428571429,294.80397781025397,76.0,555.8919187631545
76,9,Urban,Silver,64,4.16,2024-10-21 18:00:00,Economy,10,41.40499127744981,2024,10,21,18,0,0,68.0,291.7157770364571,71.0,242.15886076969636
51,14,Rural,Gold,16,3.51,2024-10-21 21:00:00,Premium,30,180.88655372559683,2024,10,21,21,0,0,66.0,293.3318872360066,76.0,41.40499127744981
88,38,Rural,Gold,29,3.73,2024-10-21 18:00:00,Premium,167,537.8971058809161,2024,10,21,18,0,0,69.42857142857143,292.99574201770986,51.0,180.88655372559683
60,24,Rural,Gold,5,3.79,2024-10-21 14:00:00,Premium,154,556.6629286327259,2024,10,21,14,0,0,71.14285714285714,302.1522314464575,88.0,537.8971058809161
73,55,Rural,Regular,55,4.2,2024-10-21 14:00:00,Economy,52,158.5563431447304,2024,10,21,14,0,0,70.71428571428571,301.35523217000684,60.0,556.6629286327259
23,10,Urban,Silver,80,3.88,2024-10-21 14:00:00,Economy,22,59.4454065021933,2024,10,21,14,0,0,63.142857142857146,292.8776048344705,73.0,158.5563431447304
74,27,Suburban,Silver,51,3.75,2024-10-21 09:00:00,Premium,111,334.1449975015087,2024,10,21,9,0,0,63.57142857142857,289.9195493836622,23.0,59.4454065021933
49,6,Suburban,Gold,18,4.41,2024-10-21 21:00:00,Premium,148,443.7750198288772,2024,10,21,21,0,0,59.714285714285715,287.05549288753537,74.0,334.1449975015087
31,8,Rural,Gold,7,3.57,2024-10-21 21:00:00,Economy,35,145.24203735141535,2024,10,21,21,0,0,56.857142857142854,291.03044581763544,49.0,443.7750198288772
57,46,Rural,Regular,42,4.39,2024-10-21 09:00:00,Economy,56,210.6317666138125,2024,10,21,9,0,0,52.42857142857143,286.3325061206189,31.0,145.24203735141535
64,19,Suburban,Regular,35,4.02,2024-10-21 14:00:00,Economy,39,152.22919256822726,2024,10,21,14,0,0,53.0,286.2505738836178,57.0,210.6317666138125
86,76,Suburban,Regular,84,4.99,2024-10-21 21:00:00,Economy,149,612.446726848697,2024,10,21,21,0,0,54.857142857142854,303.1123953693799,64.0,152.22919256822726
54,28,Suburban,Regular,73,3.56,2024-10-21 09:00:00,Premium,51,250.28588237277447,2024,10,21,9,0,0,59.285714285714285,307.0497058512054,86.0,612.446726848697
85,37,Rural,Gold,10,3.76,2024-10-21 21:00:00,Premium,61,309.08254473187293,2024,10,21,21,0,0,60.857142857142854,314.81162530154234,54.0,250.28588237277447
58,15,Rural,Regular,14,4.76,2024-10-21 21:00:00,Premium,12,94.1609176991503,2024,10,21,21,0,0,62.142857142857146,297.98565455877065,85.0,309.08254473187293
96,27,Rural,Gold,21,4.37,2024-10-21 21:00:00,Premium,57,243.93730652889337,2024,10,21,21,0,0,71.42857142857143,287.34520145749843,58.0,94.1609176991503
58,31,Suburban,Silver,32,4.87,2024-10-21 18:00:00,Premium,85,331.19305388667465,2024,10,21,18,0,0,71.57142857142857,288.0464827111982,96.0,243.93730652889337
77,45,Suburban,Silver,88,4.16,2024-10-21 09:00:00,Economy,151,595.2312211886215,2024,10,21,9,0,0,73.42857142857143,303.0496044636298,58.0,331.19305388667465
93,73,Rural,Regular,78,3.81,2024-10-21 21:00:00,Premium,106,465.962681649944,2024,10,21,21,0,0,74.42857142857143,307.7964376599632,77.0,595.2312211886215
44,11,Rural,Regular,56,3.83,2024-10-21 14:00:00,Premium,18,104.75201005936664,2024,10,21,14,0,0,73.0,310.2359821232047,93.0,465.962681649944
20,10,Rural,Regular,54,4.12,2024-10-21 09:00:00,Premium,168,784.0551260339382,2024,10,21,9,0,0,63.714285714285715,331.55573173688697,44.0,104.75201005936664
70,40,Suburban,Regular,9,3.77,2024-10-21 18:00:00,Economy,130,382.9299378688001,2024,10,21,18,0,0,65.42857142857143,335.9036280957776,20.0,784.0551260339382
42,12,Rural,Gold,92,4.5,2024-10-21 14:00:00,Economy,123,319.2967130915861,2024,10,21,14,0,0,57.714285714285715,341.6630927182931,70.0,382.9299378688001
87,33,Rural,Regular,53,4.15,2024-10-21 18:00:00,Economy,143,640.1373391067773,2024,10,21,18,0,0,61.857142857142854,346.2742923556738,42.0,319.2967130915861
70,43,Suburban,Gold,47,4.31,2024-10-21 09:00:00,Economy,57,243.4933853851045,2024,10,21,9,0,0,60.857142857142854,334.03298681932733,87.0,640.1373391067773
61,15,Urban,Gold,29,4.49,2024-10-21 14:00:00,Economy,32,135.005874109167,2024,10,21,14,0,0,56.285714285714285,332.05776931081004,70.0,243.4933853851045
71,36,Suburban,Silver,69,4.37,2024-10-21 09:00:00,Economy,110,392.9639432866157,2024,10,21,9,0,0,60.142857142857146,334.54956322085343,61.0,135.005874109167
81,33,Suburban,Regular,41,4.93,2024-10-21 14:00:00,Premium,162,617.2885000560723,2024,10,21,14,0,0,68.85714285714286,338.03834288214534,71.0,392.9639432866157
87,64,Rural,Silver,69,4.55,2024-10-21 18:00:00,Premium,65,310.7883994951958,2024,10,21,18,0,0,71.28571428571429,329.8682255732134,81.0,617.2885000560723
85,65,Suburban,Regular,73,4.65,2024-10-21 14:00:00,Premium,165,770.0708908209459,2024,10,21,14,0,0,77.42857142857143,347.46529324158837,87.0,310.7883994951958
91,65,Urban,Regular,40,3.58,2024-10-21 18:00:00,Economy,141,373.50470759834695,2024,10,21,18,0,0,78.0,358.5352837856183,85.0,770.0708908209459
83,57,Rural,Silver,80,4.6,2024-10-21 21:00:00,Premium,172,814.4195559447121,2024,10,21,21,0,0,79.85714285714286,379.65305052625547,91.0,373.50470759834695
64,10,Suburban,Gold,75,3.61,2024-10-21 09:00:00,Premium,155,473.34669329802574,2024,10,21,9,0,0,80.28571428571429,377.50137010682573,83.0,814.4195559447121
69,22,Rural,Silver,25,4.41,2024-10-21 21:00:00,Premium,74,266.76777889406367,2024,10,21,21,0,0,80.0,367.83819844887034,64.0,473.34669329802574
37,12,Rural,Silver,15,3.73,2024-10-21 18:00:00,Economy,142,369.36165888010754,2024,10,21,18,0,0,73.71428571428571,374.8650423067163,69.0,266.76777889406367
93,28,Urban,Silver,63,3.9,2024-10-21 18:00:00,Economy,38,111.72394123957052,2024,10,21,18,0,0,74.57142857142857,376.6076601312955,37.0,369.36165888010754
66,49,Rural,Gold,42,4.56,2024-10-21 14:00:00,Economy,124,429.94835612457183,2024,10,21,14,0,0,71.85714285714286,379.80110541873097,93.0,111.72394123957052
47,36,Rural,Silver,100,4.2,2024-10-21 09:00:00,Economy,103,414.77830030238334,2024,10,21,9,0,0,65.57142857142857,378.83454810118116,66.0,429.94835612457183
71,30,Rural,Regular,45,4.16,2024-10-21 18:00:00,Premium,53,227.1825700126456,2024,10,21,18,0,0,63.857142857142854,381.56589918988885,47.0,414.77830030238334
58,19,Urban,Silver,47,3.97,2024-10-21 18:00:00,Economy,77,247.4420018201041,2024,10,21,18,0,0,63.0,382.7929070300986,71.0,227.1825700126456
